Account: Micro Region,Account: Billing Country,Workload Progress,Primary Workload Pillar,Key Workload Products,Solutions,Account: Account Name,Account: Account Owner,Account: Product Area,Workload: Workload Name,Primary CE Technical Owner,Workload Gross Annual Recurring Revenue (converted),Implementation Lead,Partner,Workload End Date,PSF Investment,PSF Status,PSF Type,Opportunity,Tiene Gemini Enterprise en ell Workload,Tiene Gemini Enterprise en la Oportunidad?,Aparently is GE
MX Multi-industry & Monterrey,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,,,"Servicios Integrados de Lealtad, Mercadotecnia y Comunicación, S.A.P.I. de C.V.",Miguel Caballero,,Net Pay B2B GeoML,Charlie Suarez,"USD 213,000",Partner,SITINFORMACION S.A de C.V,,go/psf-request,psf-request,,Net Pay B2B GeoML,FALSE,FALSE,
Argentina,Argentina,4.1: Pre Ramp / Mobilize,Build with AI,,,RED LINK S.A.,Natalia Giordano,,RedLink - Gemini Code Assist,Hernan Aymard,"USD 90,000",Unknown,,,go/psf-request,psf-request,,RedLink - Gemini Code Assist,FALSE,FALSE,
BR CORP,Brazil,3:  Proposal / Negotiation,Build with AI,,,IHS BRASIL CESSAO DE INFRAESTRUTURAS SA,Sarah Tobias,,IHS - Projeto de AI,,"USD 30,000",Partner,CLOUD ACE LTDA.,,go/psf-request,psf-request,,IHS BRASIL CESSAO DE INFRAESTRUTURAS SA - #GCP - #Vertex_AI,FALSE,FALSE,
Chile,Chile,4.1: Pre Ramp / Mobilize,Build with AI,,,Bicecorp S.A.,Roberto Bas González,,MVP AI - Option,Dani Villegas,"USD 25,000",Partner,Option Spa,,go/psf-request,psf-request,,"Bicecorp S.A. / $  2,500,000 TCV / 1 Yr",FALSE,FALSE,
Argentina,Argentina,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,NACION SERVICIOS S.A.,Natalia Scaliter,,Nacion Servicios - Gemini Enterprise (170 seats),Hernan Aymard,"USD 100,000",Unknown,,,go/psf-request,psf-request,,NaciónServicios - commit,TRUE,FALSE,Gemini enterprise
Argentina,Argentina,0-2: Tech Eval/Solution Dev,Build with AI,,,NACION SERVICIOS S.A.,Natalia Scaliter,,nacionservicio_Basededatos,,"USD 100,000",Unknown,,,go/psf-request,psf-request,,NaciónServicios - commit,FALSE,FALSE,
Argentina,Uruguay,0-2: Tech Eval/Solution Dev,,,,Meli Uruguay SRL,Vanesa Trezza,,[Security] Cloud Armor Expansion  - Step 1 [D&G] #AP26,,,Unknown,,,go/psf-request,psf-request,,[Security] Cloud Armor Expansion,FALSE,FALSE,
Streamline PS,Bermuda,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Solutions,,The Bermuda Government Information Technology Office,Mauro Miyake,,Gemini Enterprise for Gov of Bermuda,,"USD 96,940",Partner,ABACUS CAMBRIDGE PARTNERS INC.,6/15/2027,go/psf-request,psf-request,,Gov of Bermuda - Gemini Enterprise (WL/OF),TRUE,TRUE,Gemini enterprise
Brazil PS,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Banco Nacional de Desenvolvimento Economico e Social - BNDES,Luiz Augusto Silva,,BNDES - IA Jurídico,,"USD 150,000",Partner,Atos Brasil Ltda,,go/psf-request,psf-request,,STANDARD - BNDES: CPSI IA Jurídica | TCV USD 150K / 1YR,FALSE,FALSE,
China,Cayman Islands,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Wuxi Pharmatech (Cayman) Inc.,Eric Chen,,Gemini Enterprise for Wuxi Pharmatech,,"USD 3,000",Partner,,,go/psf-request,psf-request,,,TRUE,FALSE,Gemini enterprise
MEXICO & PECS PS,Mexico,3:  Proposal / Negotiation,Build with AI,Cloud AI - Vertex AI Model Garden; Cloud AI - Vertex AI Conversation,,Secretaria de Educacion del Estado de Jalisco,Esaú Acevedo,,Secretaria de Educacion Jalisco - Agents & New Solutions (986k ACV) STD OPP,Pedro Gutiérrez,"USD 986,583",Partner,FORTICUS TECH SA DE CV,,go/psf-request,psf-request,,"Secretaria de Educacion Jalisco - Agents & New Solutions Gemini Enterprise STD 8,446 SeatsFINEDUC| 917k TCV | 1 YR",FALSE,TRUE,Gemini enterprise
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,,,,Neobpo Servicos de Processos de Negocios e Tecnologia SA,Sarah Tobias,,NeoBPO - GEmini Ent,,"USD 70,000",Unknown,,5/1/2026,go/psf-request,psf-request,,NeoBPO - Gemini Enterprise,FALSE,TRUE,Gemini enterprise
"MX FSI, Services & WR",Mexico,4.2: Ramping / Deliver,Build with AI,Gemini AI,,"Grupo Bafar, S.A.B. de C.V.",Vane Colin,,Bafar - Vertex AI Search - #Gemini Enterprise [B],Siahara Alvarez,"USD 30,000",Customer,,2/28/2027,go/psf-request,psf-request,,Bafar - Vertex AI Search - #Gemini Enterprise Phase 1 [F],TRUE,TRUE,Gemini enterprise
MCO CORP CCA,Panama,0-2: Tech Eval/Solution Dev,Build with AI,,,BLADEX Panama,Daniel Cornejo,,Bladex - Servi -  Agentes,,"USD 25,000",Unknown,,,go/psf-request,psf-request,,Bladex - AgentSpace – Inteligencia Artificial y Agentes Cognitivos,FALSE,FALSE,
Retail & CPG,Brazil,4.1: Pre Ramp / Mobilize,Build with AI,Cloud AI - Vertex AI Search; Cloud AI - Vertex AI Solutions,,Grupo SBF S/A.,Marcos Massini,,SBF - Agenstspace Q3'26,Cyntia Hayama,"USD 19,508",Partner,GENTROP CLOUD BRASIL LTDA EPP,10/17/2028,go/psf-request,psf-request,,SBF #GCP #AGENTSPACE #INB,FALSE,FALSE,
Retail & CPG,Brazil,4.1: Pre Ramp / Mobilize,Build with AI,Cloud AI - Vertex AI Search; Cloud AI - Vertex AI Solutions,,Grupo SBF S/A.,Marcos Massini,,SBF - Agenstspace Q4'26,Cyntia Hayama,"USD 18,109",Partner,GENTROP CLOUD BRASIL LTDA EPP,10/17/2028,go/psf-request,psf-request,,SBF #GCP #AGENTSPACE #INB,FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,,,,ASSOCIAÇÃO DOS ADVOGADOS DE SAO PAULO,Sergio Reviti,,AASP - Gemini Enterprise,,"USD 50,000",Customer,,,go/psf-request,psf-request,,ASSOCIAÇÃO DOS ADVOGADOS DE SAO PAULO -  #GCP #GeminiEnterprise,TRUE,TRUE,Gemini enterprise
BR CORP,Brazil,3:  Proposal / Negotiation,Build with AI,,,Mineração Caraíba S/A.,Roberta Coelho,,Ero Brasil_Gemini PRO,,"USD 60,000",Partner,KEYRUS BRASIL SERVICOS DE INFORMATICA LTDA.,,go/psf-request,psf-request,,Mineração Caraíba_ERO_GEMINI,FALSE,FALSE,
MEXICO & PECS PS,Mexico,3:  Proposal / Negotiation,Build with AI,Infrastructure AI,,Secretaria de Educacion del Estado de Jalisco,Esaú Acevedo,,Secretaria de Educacion Jalisco - Tutor Musica (190K  ACV) STD OPP,Pedro Gutiérrez,"USD 190,000",Partner,FORTICUS TECH SA DE CV,,go/psf-request,psf-request,,Secretaria de Educacion Jalisco - Tutor Musica FINEDUC (190K ACV) STD OPP,FALSE,FALSE,
EDU PS,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,UNIVESP - Fundação Universidade Virtual do Estado de SP,Alexandre Campos,,UNIVESP - Gemini chat at Moodle,,"USD 18,000",Customer,,,go/psf-request,psf-request,,UNIVESP - Gemini chat at Moodle,FALSE,FALSE,
Colombia,Colombia,3:  Proposal / Negotiation,Build with AI,Cloud AI - Vertex AI Platform,,Almacenes Exito S.A,Dora Buitrago Daza,,OCR Grupo Exito,Carlos Peña,"USD 6,468",Partner,Tech Pulse SPA,,go/psf-request,psf-request,,Grupo Exito OCR #Vertex #Digitalización de facturas con IA,FALSE,FALSE,
Colombia,Colombia,3:  Proposal / Negotiation,Build with AI,Cloud AI - Vertex AI Platform,,Almacenes Exito S.A,Dora Buitrago Daza,,Ariba GCP Grupo Exito,Carlos Peña,"USD 12,898",Partner,Tech Pulse SPA,,go/psf-request,psf-request,,Grupo Exito #Infra #Document Navigator,FALSE,FALSE,
MCO CORP SUR,Chile,0-2: Tech Eval/Solution Dev,Build with AI,,,Sociedad de Creditos Automotrices SA,Felipe Albertini,,Vertex AI,,"USD 70,000",Partner,Super Software Spa,,go/psf-request,psf-request,,Amicar Iniciativas AI Vertex,FALSE,FALSE,
MX Multi-industry & Monterrey,Mexico,0-2: Tech Eval/Solution Dev,,,,"Grupo Traxión, S.A.B. de C.V.",Eduardo Bello,,Traxion - Agentes AI,,,Unknown,,,go/psf-request,psf-request,,Traxion  #SalesCreditPOC,FALSE,FALSE,
MCO CORP SUR,Chile,0-2: Tech Eval/Solution Dev,Build with AI,,,Sociedad Austral de Electricidad S.A.,Felipe Albertini,,Vertex AI,Sebastián Moreno,"USD 75,000",Unknown,,,go/psf-request,psf-request,,SAESA  iniciativas Vertex AI,FALSE,FALSE,
MCO CORP SUR,Chile,4.2: Ramping / Deliver,Build with AI,,,Transelec S.A.,Felipe Albertini,,Iniciativas AI Vertex,Sebastián Moreno,"USD 150,000",Partner,Devaid SPA,,"http://go/vector/0RJKf000000046pOAA - PARTNER: Devaid SPA | STATUS: Approved (2026-02-17) | AMT: 10,430 | TYPE: Migration (GenAI)",Approved,Migration (GenAI),Transelec Iniciativas AI,FALSE,FALSE,
Brazil DN,Brazil,4.2: Ramping / Deliver,Build with AI,,,KIJEME TRAVEL HOTEIS LTDA,Rafael Sanabio,,Yaayoo - AI,,"USD 5,000",Partner,SANTODIGITAL DISTRIBUICAO E CONSULTORIA EM INFORMATICA LTDA,,go/psf-request,psf-request,,AWS Migration - #GCP #BR #OUT,FALSE,FALSE,
MCO CORP SUR,Chile,0-2: Tech Eval/Solution Dev,Build with AI,,,Redinterclinica S.A.,Felipe Albertini,,Vertex AI Health,Sebastián Moreno,"USD 85,000",Partner,CU2 CLOUD TEC STORE SL,,go/psf-request,psf-request,,Redinterclinica Iniciativas AI Vertex,FALSE,FALSE,
MCO CORP SUR,Chile,0-2: Tech Eval/Solution Dev,Build with AI,,,Sociedad Austral de Electricidad S.A.,Felipe Albertini,,Gemini Enterprise for Sap Agents,Sebastián Moreno,"USD 150,000",Partner,Eleven Solutions SPA,,go/psf-request,psf-request,,SAESA Gemini Enterprise for Sap Agents,TRUE,TRUE,Gemini enterprise
MCO CORP SUR,Chile,0-2: Tech Eval/Solution Dev,Build with AI,,,Centro de Compensacion Automatizado S.A.,Felipe Albertini,,Vertex AI,,"USD 105,000",Unknown,,,go/psf-request,psf-request,,CCA Vertex AI para desarrollo,FALSE,FALSE,
MX DN,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,Infrastructure AI,,VENTURA ENTRETAINMENT SAPI DE CV,Luis Cabrera,,VENTURA E - Gemini Ent,,"USD 30,000",Partner,XERTICA,,go/psf-request,psf-request,,Ventura - Vertex AI Search - #Gemini Enterprise | Xertica,FALSE,TRUE,Gemini enterprise
MCO CORP SUR,Chile,3:  Proposal / Negotiation,Build with AI,Cloud AI - Vertex AI Platform,,Matriz Ideas S.A.,Christian Cuadros,,Casa Ideas Vertex AI,,"USD 65,000",Partner,,,go/psf-request,psf-request,,Casa Ideas Vertex AI,FALSE,FALSE,
MCO CORP SUR,Argentina,0-2: Tech Eval/Solution Dev,,,,Neotel S.R.L,Noelia Rodriguez,,Neotel | Infra AI Q2Y26,,,Unknown,,,go/psf-request,psf-request,,,FALSE,FALSE,
MCO CORP SUR,Argentina,0-2: Tech Eval/Solution Dev,,,,BALIARDA S.A.,Luna Isaías,,Baliarda | Agentspace,,"USD 60,000",Unknown,,,go/psf-request,psf-request,,Baliarda - Agentspace,FALSE,FALSE,
Brazil DN,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,OLIST,Henrique Silva,,OLIST | Gemini for Customer Support,,"USD 120,000",Customer,,,go/psf-request,psf-request,,OLIST | Gemini API Commit,FALSE,FALSE,
Brazil DN,Brazil,4.1: Pre Ramp / Mobilize,Build with AI,Gemini AI,,OLIST,Henrique Silva,,OLIST | Gemini for Olist Agents (Phase 1 - Ramping),Carlos Cabral,"USD 92,000",Customer,,,go/psf-request,psf-request,,OLIST | Gemini API Commit,FALSE,FALSE,
Brazil DN,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,OLIST,Henrique Silva,,OLIST | Gemini for Olist Agents (Full Adoption),Carlos Cabral,"USD 1,200,000",Customer,,,go/psf-request,psf-request,,OLIST | Gemini API Commit,FALSE,FALSE,
MX Multi-industry & Monterrey,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,,,"Ganaderos Productores de Leche Pura, S.A.P.I. de C.V. (ALPURA)",Ana Schultz,,Gemini Enterprise Plus,,"USD 130,000",Unknown,,,go/psf-request,psf-request,,Commit GWS+ Gemini Enterprise- Alpura 2025,TRUE,TRUE,Gemini enterprise
BR CORP,Brazil,3:  Proposal / Negotiation,,,,Az Producao Crossmedia S/A,Vanessa Moyses,,Infra_AZ,,"USD 45,000",Partner,SAUTER TECNOLOGIA E SERVICOS LTDA,,go/psf-request,psf-request,,AZ Recommit- Infra,FALSE,FALSE,
MCO CORP CCA,El Salvador,0-2: Tech Eval/Solution Dev,,Gemini AI,,Grupo Agrisal,Daniel Cornejo,,Gemini Enterprise_Agrisal,Anita del Pilar Quevedo,"USD 10,000",Partner,,,go/psf-request,psf-request,,Agrisal-Gemini Enterprise,TRUE,TRUE,Gemini enterprise
MCO CORP CCA,El Salvador,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,"Banco Azul de el Salvador, S.A.",Daniel Cornejo,,Gemini Enterprise_Azul_GBM event,,"USD 30,000",Unknown,,,go/psf-request,psf-request,,Gemini Enterprise_Azul_GBM event,TRUE,TRUE,Gemini enterprise
MCO CORP CCA,Nicaragua,0-2: Tech Eval/Solution Dev,,Infrastructure AI,,Compania Cervecera de Nicaragua SA,Daniel Cornejo,,CCN_Vertex AI,Anita del Pilar Quevedo,"USD 24,000",Partner,,,go/psf-request,psf-request,,CCN_BPR_Cases Q1,FALSE,FALSE,
MX Multi-industry & Monterrey,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,,,"Servicios Integrados de Lealtad, Mercadotecnia y Comunicación, S.A.P.I. de C.V.",Miguel Caballero,,SPIN Motor de Conciliaciones fase 2,Charlie Suarez,"USD 200,000",Partner,,,go/psf-request,psf-request,,SPIN Motor de Conciliaciones Fase 2,FALSE,FALSE,
MX Multi-industry & Monterrey,Mexico,0-2: Tech Eval/Solution Dev,,,,"Servicios Integrados de Lealtad, Mercadotecnia y Comunicación, S.A.P.I. de C.V.",Miguel Caballero,,SPIN Reportes Regulatorios,Charlie Suarez,"USD 150,000",Partner,,,go/psf-request,psf-request,,SPIN Reportes Regulatorios,FALSE,FALSE,
MCO CORP CCA,Dominican Republic,0-2: Tech Eval/Solution Dev,,Gemini AI,,Banco Vimenca,Ricardo Agosto,,Data AI vertex data lake,,,Unknown,,,go/psf-request,psf-request,,Banco Vimenca - Google Cloud Platform-Data IA,FALSE,FALSE,
EM (PE/EC),Ecuador,0-2: Tech Eval/Solution Dev,Build with AI,,,Corporacion Favorita C.A.,Giselle Gonzalez-Olaechea Gallardo,,Gemini Enterprise - Favorita,,"USD 150,000",Customer,,,go/psf-request,psf-request,,XERTICAEC S.A./$5.6M TCV/3 YR,TRUE,FALSE,Gemini enterprise
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,,,,Neobpo Servicos de Processos de Negocios e Tecnologia SA,Sarah Tobias,,NeoBPO - Customer Engagement Suite,,"USD 80,000",Unknown,,6/30/2026,go/psf-request,psf-request,,NeoBPO - Customer Engagement Suite,FALSE,FALSE,
Argentina,Uruguay,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Model Garden,,Meli Uruguay SRL,Vanesa Trezza,,5S Audits - Computer Vision [A] #AP26,Raúl Ramos,"USD 500,000",Customer,,,go/psf-request,psf-request,,Meli Uruguay SRL/ $1B TCV / 5.5 YR,FALSE,FALSE,
MCO CORP CCA,Dominican Republic,0-2: Tech Eval/Solution Dev,,Infrastructure AI,,Reserve Bank (BanReservas),Ricardo Agosto,,dev test,,"USD 80,000",Customer,,,go/psf-request,psf-request,,Reserve Bank (BanReservas) - Google Cloud Platform,FALSE,FALSE,
BR CORP,Brazil,3:  Proposal / Negotiation,Build with AI,,,Vulcabrás Azaléia S/A.,Sarah Tobias,,Vulcabras - Vertex AI,,"USD 120,000",Partner,VPN Soluçoes em TI LTDA,4/30/2026,go/psf-request,psf-request,,#Vulcabrás Azaléia #Gemini #Outbound,FALSE,FALSE,
MCO CORP CCA,Guatemala,0-2: Tech Eval/Solution Dev,,,,Corporacion Multi Inversiones S.A,Daniel Cornejo,,CMI - Data Analytics with Bigquery,,"USD 50,000",Unknown,,,go/psf-request,psf-request,,CMI - Non Commit Cortex and Data Analytics (Databricks) #DA25 #Analytics,FALSE,FALSE,
Argentina,Uruguay,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Model Garden,,Meli Uruguay SRL,Vanesa Trezza,,Model EvalPlatform [A] #AP26,Raúl Ramos,"USD 500,000",Customer,,,go/psf-request,psf-request,,Meli Uruguay SRL/ $1B TCV / 5.5 YR,FALSE,FALSE,
FSI,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Search,,CERC S.A.,Mirele Sanchez,,CERC - Gemini Enterprise,Douglas Augusto,"USD 64,800",Customer,,,go/psf-request,psf-request,,CERC - Gemini Enterprise,TRUE,TRUE,Gemini enterprise
Brazil DN,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,COLMEIA CONSULTORIA E REPRESENTACAO COMERCIAL LTDA,Gabriela Torres,,COLMEIA - RE-COMMIT(IA),,"USD 200,000",Unknown,,,go/psf-request,psf-request,,COLMEIA CONSULTORIA E REPRESENTACAO COMERCIAL LTDA  / $1.5M TCV / 3 YR,FALSE,FALSE,
EDU PS,Brazil,0-2: Tech Eval/Solution Dev,,,,Centro Estadual de Educação Tecnológica Paula Souza,Alexandre Campos,,Centro Paula Souza - DocAI para Matricula,,"USD 12,000",Customer,,,go/psf-request,psf-request,,Centro Paula Souza - DocAI para Matricula,FALSE,FALSE,
MX DN,Mexico,0-2: Tech Eval/Solution Dev,,,,"Cyberpuerta, S.A. de C.V.",Nahum Novia,,Vertex vs Open AI,,"USD 750,000",Unknown,,,go/psf-request,psf-request,,Cyberpuerta Flex 2025,FALSE,FALSE,
Strategic,Chile,0-2: Tech Eval/Solution Dev,Build with AI,Infrastructure AI,,Red Hat,Ken Schiliro,,"RedHat B200, H200 and H100 request",Jacob J. Zhang,"USD 35,000",Customer,,6/30/2026,go/psf-request,psf-request,,,FALSE,FALSE,
Brazil DN,Brazil,3:  Proposal / Negotiation,Build with AI,,,VALOR SAUDE SOLUCOES TECNOLOGICAS LTDA // arvo,Aline Pinheiro,,Arvo - Gemini,,"USD 80,000",Customer,,,go/psf-request,psf-request,,Arvo - Flex Agreement,FALSE,FALSE,
MX Large Accounts,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform; Gemini AI,,"Banco Azteca, S.A. Institución de Banca Múltiple",Leticia Vázquez,,Banco Azteca - GenAI - Micro Lending - (3),Miguel Reyes,"USD 304,000",PSO,,,go/psf-request,psf-request,,Grupo Salinas | Banco Azteca - AWT - #Gemini Enteprise - Microlending #TrialPOC,FALSE,FALSE,
Brazil DN,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Tiny,Henrique Silva,,Customer Support Automation,,"USD 113,245",Unknown,,,go/psf-request,psf-request,,"TINY | Gemini (Support, Devs) + Analytics",FALSE,FALSE,
Brazil DN,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Tiny,Henrique Silva,,Gemini Enterprise Phase 2,,"USD 187,000",Unknown,,,go/psf-request,psf-request,,"TINY | Gemini (Support, Devs) + Analytics",TRUE,FALSE,Gemini enterprise
Large Accounts,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Model Garden,,ITAU UNIBANCO S.A.,Isabela Prates,,Agentic AI Advisor - Gemini/ADK,,"USD 360,000",PSO,,,go/psf-request,psf-request,,Itaú - Inteligência Itaú (Gestão Financeira),FALSE,FALSE,
MCO CORP NORTE,Colombia,0-2: Tech Eval/Solution Dev,,,,BANCO W S A,Andrea Forero,,Banco W Scops,Valeria Lima,"USD 88,000",Partner,NEOSECURE COLOMBIA SAS,,go/psf-request,psf-request,,BANCO W S A -  SecOps Enterprise - NEOSECURE COLOMBIA SAS,FALSE,TRUE,Gemini enterprise
Brazil DN,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform; Cloud AI - Vertex AI Model Garden; Gemini AI,,LWSA,Rodrigo Fatoreto,,[LWSA / Bling]: AI Foundation,,"USD 180,000",Customer,,,go/psf-request,psf-request,,[LWSA / Bling]: AI Foundation,FALSE,FALSE,
Brazil DN,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform; Cloud AI - Vertex AI Search; Cloud AI - Vertex AI Solutions; Gemini AI,,LWSA,Rodrigo Fatoreto,,[LWSA / Tray]: AI Foundation,Mikaeri Ohana,"USD 180,000",Customer,,,go/psf-request,psf-request,,[LWSA / Tray]: AI Foundation,FALSE,FALSE,
MCO CORP SUR,Chile,4.1: Pre Ramp / Mobilize,Build with AI,,,Sitrack Chile,Felipe Albertini,,Sitrack - Deteccion Somnolencia,,"USD 84,000",Partner,Comercializadora Zenta Group SPA,,"http://go/vector/0RJKf00000002d8OAA - PARTNER: Comercializadora Z... | STATUS: Approved (2025-12-19) | AMT: 33,231 | TYPE: Migration (GenAI)",Approved,Migration (GenAI),Detección de Somnolencia con IA Generativa,FALSE,FALSE,
Brazil DN,Brazil,3:  Proposal / Negotiation,Build with AI,Cloud AI - Vertex AI Model Garden,,VTEX BRASIL,Samuel Brant,,[VTEX] Open AI Migration to VertexAI,João Garrido,"USD 100,000",Customer,HVAR CONSULTORIA LTDA ME,,go/psf-request,psf-request,,[VTEX] Innovation by Gemini (Flex),FALSE,FALSE,
Large Accounts,Brazil,4.2: Ramping / Deliver,Build with AI,Cloud AI - Vertex AI Platform,,ITAU UNIBANCO S.A.,Isabela Prates,,IARA - Production,,"USD 800,000",Customer,,,go/psf-request,psf-request,,Itaú - IARA (Modelos de IA),FALSE,FALSE,
MX DN,Mexico,0-2: Tech Eval/Solution Dev,,,,"Cyberpuerta, S.A. de C.V.",Nahum Novia,,Open AI compete,,"USD 750,000",Unknown,,,go/psf-request,psf-request,,Cyberpuerta Flex Directa,FALSE,FALSE,
Chile,Chile,4.2: Ramping / Deliver,Build with AI,,,Nova Andino Litio S.p.A.,Oscar Tarre,,[SQM Salar] - Cosecha sales modelo avance,Dani Villegas,"USD 24,000",Customer,,,go/psf-request,psf-request,,,FALSE,FALSE,
Brazil PS,Brazil,0-2: Tech Eval/Solution Dev,,,,Ministério Público do Distrito Federal e Territórios - MPDFT,Tamyres Rocha,,Predição demandas reppetitivas,,"USD 300,000",Partner,XERTICA BRASIL LTDA,,go/psf-request,psf-request,,MPDFT - GCP - TESTES Predição de Demandas Repetitivas #SalesCreditPoc,FALSE,FALSE,
Argentina,Argentina,0-2: Tech Eval/Solution Dev,,,,La Segunda Cooperativa Limitada de Seguros Generales,Natalia Scaliter,,La Segunda - Gemini Ent,,"USD 30,000",Unknown,,,go/psf-request,psf-request,,L2DA - Gemini Ent,FALSE,FALSE,
MX DN,Mexico,0-2: Tech Eval/Solution Dev,,Infrastructure AI,,TCPIP,Luis Alonso Contreras,,ORKESTA #GCP #INFRA #OUT #MX #OC_INFRA,,"USD 60,000",Partner,E-NGENIUM INFRAESTRUCTURA,,go/psf-request,psf-request,,E-NGENIUM INFRAESTRUCTURA/$114K TCV/2 YR,FALSE,FALSE,
Multi Industry,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Infrastructure AI,,Movida Locação de Veículos S/A,Alexandre Mandl,,WKL | Agentes NEW,Rober Torres,"USD 150,000",Partner,MADEINWEB S/A,,"http://go/vector/0RJKf000000Gv38OAC - PARTNER: MADEINWEB S/A | STATUS: Approved (2026-01-15) | AMT: 4,495 | TYPE: POC/Pilot (Application Development)",Approved,POC/Pilot (Application Development),SAT | AI para Fraude de Recuperacao,FALSE,FALSE,
Brazil PS,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Tribunal Superior do Trabalho - TST,Tamyres Rocha,,TST - Gemini Enterprise,,"USD 100,000",Partner,IPNET SERVICOS EM NUVEM E DESENVOLVIMENTO DE SISTEMAS LTDA (fka METARJ SOLUCOES EM GEOTECNOLOGIA E DESENV DE SISTEMAS LTDA),,go/psf-request,psf-request,,TST Agentspace - Gemini Enterprise,TRUE,TRUE,Gemini enterprise
MCO PS,Colombia,3:  Proposal / Negotiation,,,,Secretaria de Salud de la gobernación del Valle,Carolina Fiallo,,Incremental Renw+Grow EA GCP/GWS Dep Valle del cauca,Marco Corral,"USD 100,000",Partner,,,go/psf-request,psf-request,,Renw+Grow GCP Dep Valle del cauca,FALSE,FALSE,
FSI,Brazil,3:  Proposal / Negotiation,Build with AI,,,BANCO C6 S.A.,Lu Barreto,,C6 Assistant (Gemini 3.1),Rafael Dalibera,"USD 1,059,510",PSO,,,go/psf-request,psf-request,,C6 Bank - C6 Assistant (GSU),FALSE,FALSE,
FSI,Brazil,3:  Proposal / Negotiation,Build with AI,,,BANCO C6 S.A.,Lu Barreto,,Gemini CRM - FASE 03 (Martech),Rafael Dalibera,"USD 100,000",PSO,,,go/psf-request,psf-request,,[C6 BANK] Gemini Enterprise _ CRM (Fase 01/02/03),FALSE,TRUE,Gemini enterprise
Streamline PS,Bermuda,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Solutions,,Ministry of Home Affairs,Mauro Miyake,,Min Home Affairs - Land Reg DocDash,,"USD 70,000",Partner,"Fluentcore, LLC",,go/psf-request,psf-request,,Bermuda - Home Affairs Land Title Reg (WL) DR - M25,FALSE,FALSE,
MEXICO & PECS PS,El Salvador,3:  Proposal / Negotiation,Build with AI,Gemini AI,,Ministerio de Hacienda de El Salvador,Adri Messih,,MH - Auditoria - 400k,Pedro Gutiérrez,"USD 400,000",Partner,Nuuptech S.A. de C.V.,,go/psf-request,psf-request,,MH - Auditoria - 600k,FALSE,FALSE,
MEXICO & PECS PS,El Salvador,3:  Proposal / Negotiation,Build with AI,Gemini AI,,Ministerio de Hacienda de El Salvador,Adri Messih,,MH - Subsidios - Gemini Enterprise,Pablo Portillo,"USD 80,000",Partner,SOFTSV S.A. DE C.V.,,go/psf-request,psf-request,,,TRUE,FALSE,Gemini enterprise
